Mês/Ano,Região Origem,Estado Origem,Região Destino,Estado Destino,Vendas de Biodiesel
01/2021,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,5105
01/2021,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,283
01/2021,NORDESTE,Bahia,NORDESTE,Alagoas,1317
01/2021,NORDESTE,Bahia,NORDESTE,Bahia,14333
01/2021,NORDESTE,Bahia,NORDESTE,Ceará,820
01/2021,NORDESTE,Bahia,NORDESTE,Maranhão,242
01/2021,NORDESTE,Bahia,NORDESTE,Paraíba,2011
01/2021,NORDESTE,Bahia,NORDESTE,Pernambuco,10315
01/2021,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,4065
01/2021,NORDESTE,Piauí,NORDESTE,Ceará,774
01/2021,NORDESTE,Piauí,NORDESTE,Maranhão,217
01/2021,NORDESTE,Piauí,NORDESTE,Pernambuco,736
01/2021,NORTE,Rondônia,NORTE,Rondônia,80
01/2021,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,221
01/2021,NORTE,Tocantins,NORDESTE,Maranhão,3074
01/2021,NORTE,Tocantins,NORTE,Pará,847
01/2021,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,13008
01/2021,SUDESTE,Rio de Janeiro,CENTRO OESTE,Goiás,173
01/2021,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,2131
01/2021,SUDESTE,Rio de Janeiro,NORDESTE,Ceará,259
01/2021,SUDESTE,Rio de Janeiro,NORDESTE,Pernambuco,604
01/2021,SUDESTE,Rio de Janeiro,NORDESTE,Rio Grande do Norte,83
01/2021,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,3873
01/2021,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,2826
01/2021,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,837
01/2021,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1125
01/2021,SUDESTE,São Paulo,CENTRO OESTE,Distrito Federal,139
01/2021,SUDESTE,São Paulo,NORDESTE,Bahia,96
01/2021,SUDESTE,São Paulo,NORDESTE,Paraíba,40
01/2021,SUDESTE,São Paulo,NORDESTE,Pernambuco,371
01/2021,SUDESTE,São Paulo,NORDESTE,Rio Grande do Norte,150
01/2021,SUDESTE,São Paulo,SUDESTE,Minas Gerais,4141
01/2021,SUDESTE,São Paulo,SUDESTE,São Paulo,5922
01/2021,SUDESTE,São Paulo,SUL,Paraná,183
01/2021,SUL,Paraná,SUDESTE,Espírito Santo,5837
01/2021,SUL,Paraná,SUDESTE,Minas Gerais,13614
01/2021,SUL,Paraná,SUDESTE,Rio de Janeiro,13461
01/2021,SUL,Paraná,SUDESTE,São Paulo,42867
01/2021,SUL,Paraná,SUL,Paraná,18629
01/2021,SUL,Paraná,SUL,Santa Catarina,2820
01/2021,SUL,Rio Grande do Sul,CENTRO OESTE,Goiás,467
01/2021,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,277
01/2021,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,1714
01/2021,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,3869
01/2021,SUL,Rio Grande do Sul,SUDESTE,São Paulo,46260
01/2021,SUL,Rio Grande do Sul,SUL,Paraná,120
01/2021,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,92622
01/2021,SUL,Rio Grande do Sul,SUL,Santa Catarina,11659
01/2021,SUL,Santa Catarina,SUDESTE,Espírito Santo,40
01/2021,SUL,Santa Catarina,SUDESTE,Minas Gerais,484
01/2021,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,394
01/2021,SUL,Santa Catarina,SUDESTE,São Paulo,1957
01/2021,SUL,Santa Catarina,SUL,Paraná,212
01/2021,SUL,Santa Catarina,SUL,Rio Grande do Sul,57
01/2021,SUL,Santa Catarina,SUL,Santa Catarina,4070
12/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,1640
12/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,16288
12/2020,CENTRO OESTE,Goiás,NORDESTE,Alagoas,56
12/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,10937
12/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,3337
12/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,8409
12/2020,CENTRO OESTE,Goiás,NORDESTE,Paraíba,44
12/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,3406
12/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1202
12/2020,CENTRO OESTE,Goiás,NORTE,Pará,3655
12/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,12867
12/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,39122
12/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,7031
12/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,1397
12/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,2274
12/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,7449
12/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,32434
12/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,1455
12/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3872
12/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,4615
12/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,553
12/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,10626
12/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,8089
12/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,776
12/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1765
12/2020,NORDESTE,Bahia,NORDESTE,Bahia,12921
12/2020,NORDESTE,Bahia,NORDESTE,Ceará,712
12/2020,NORDESTE,Bahia,NORDESTE,Paraíba,2096
12/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,7324
12/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2108
12/2020,NORDESTE,Piauí,NORDESTE,Ceará,1450
12/2020,NORDESTE,Piauí,NORDESTE,Maranhão,612
12/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,1420
12/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,813
12/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,3131
12/2020,NORTE,Tocantins,NORDESTE,Bahia,395
12/2020,NORTE,Tocantins,NORDESTE,Maranhão,3851
12/2020,NORTE,Tocantins,NORDESTE,Pernambuco,3779
12/2020,NORTE,Tocantins,NORTE,Pará,1341
12/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,9464
12/2020,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,5183
12/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,1808
12/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,1737
12/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,3570
12/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,542
12/2020,SUDESTE,São Paulo,CENTRO OESTE,Distrito Federal,817
12/2020,SUDESTE,São Paulo,CENTRO OESTE,Goiás,1246
12/2020,SUDESTE,São Paulo,NORDESTE,Bahia,287
12/2020,SUDESTE,São Paulo,NORDESTE,Pernambuco,711
12/2020,SUDESTE,São Paulo,SUDESTE,Espírito Santo,278
12/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,4733
12/2020,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,743
12/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,7164
12/2020,SUL,Paraná,CENTRO OESTE,Goiás,56
12/2020,SUL,Paraná,NORDESTE,Bahia,102
12/2020,SUL,Paraná,SUDESTE,Espírito Santo,6968
12/2020,SUL,Paraná,SUDESTE,Minas Gerais,9719
12/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,7811
12/2020,SUL,Paraná,SUDESTE,São Paulo,45435
12/2020,SUL,Paraná,SUL,Paraná,12842
12/2020,SUL,Paraná,SUL,Rio Grande do Sul,543
12/2020,SUL,Paraná,SUL,Santa Catarina,328
12/2020,SUL,Rio Grande do Sul,CENTRO OESTE,Goiás,364
12/2020,SUL,Rio Grande do Sul,NORDESTE,Bahia,245
12/2020,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,40
12/2020,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,2336
12/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1512
12/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,37568
12/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,64390
12/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,24719
12/2020,SUL,Santa Catarina,SUDESTE,Minas Gerais,452
12/2020,SUL,Santa Catarina,SUDESTE,São Paulo,2036
12/2020,SUL,Santa Catarina,SUL,Paraná,3909
12/2020,SUL,Santa Catarina,SUL,Rio Grande do Sul,41
12/2020,SUL,Santa Catarina,SUL,Santa Catarina,4113
11/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,1509
11/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,18750
11/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,12247
11/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,2735
11/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,6130
11/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,2211
11/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1172
11/2020,CENTRO OESTE,Goiás,NORTE,Pará,3712
11/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,12157
11/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,45486
11/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,6219
11/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,1552
11/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,1989
11/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,7439
11/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,35822
11/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,4026
11/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,2648
11/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,5647
11/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,687
11/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,82
11/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,9087
11/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,7354
11/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,2892
11/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1644
11/2020,NORDESTE,Bahia,NORDESTE,Bahia,15314
11/2020,NORDESTE,Bahia,NORDESTE,Ceará,1521
11/2020,NORDESTE,Bahia,NORDESTE,Paraíba,1907
11/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,7821
11/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2482
11/2020,NORDESTE,Piauí,NORDESTE,Ceará,1369
11/2020,NORDESTE,Piauí,NORDESTE,Maranhão,893
11/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,923
11/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,990
11/2020,NORDESTE,Piauí,NORTE,Pará,154
11/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,2992
11/2020,NORTE,Tocantins,NORDESTE,Maranhão,2918
11/2020,NORTE,Tocantins,NORDESTE,Pernambuco,1962
11/2020,NORTE,Tocantins,NORDESTE,Rio Grande do Norte,43
11/2020,NORTE,Tocantins,NORTE,Pará,2329
11/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,10105
11/2020,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,4314
11/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2433
11/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,2212
11/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,2967
11/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,342
11/2020,SUDESTE,São Paulo,CENTRO OESTE,Distrito Federal,1253
11/2020,SUDESTE,São Paulo,CENTRO OESTE,Goiás,1069
11/2020,SUDESTE,São Paulo,NORDESTE,Bahia,631
11/2020,SUDESTE,São Paulo,NORDESTE,Pernambuco,582
11/2020,SUDESTE,São Paulo,SUDESTE,Espírito Santo,363
11/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,6020
11/2020,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,900
11/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,6091
11/2020,SUL,Paraná,CENTRO OESTE,Goiás,56
11/2020,SUL,Paraná,NORDESTE,Bahia,42
11/2020,SUL,Paraná,SUDESTE,Espírito Santo,5321
11/2020,SUL,Paraná,SUDESTE,Minas Gerais,10317
11/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,6289
11/2020,SUL,Paraná,SUDESTE,São Paulo,46298
11/2020,SUL,Paraná,SUL,Paraná,19819
11/2020,SUL,Paraná,SUL,Santa Catarina,540
11/2020,SUL,Rio Grande do Sul,CENTRO OESTE,Goiás,124
11/2020,SUL,Rio Grande do Sul,NORDESTE,Bahia,245
11/2020,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,153
11/2020,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,2411
11/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1971
11/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,40528
11/2020,SUL,Rio Grande do Sul,SUL,Paraná,82
11/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,70600
11/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,29035
11/2020,SUL,Santa Catarina,SUDESTE,Minas Gerais,470
11/2020,SUL,Santa Catarina,SUDESTE,São Paulo,2581
11/2020,SUL,Santa Catarina,SUL,Paraná,3343
11/2020,SUL,Santa Catarina,SUL,Santa Catarina,4623
10/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2065
10/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,22701
10/2020,CENTRO OESTE,Goiás,NORDESTE,Alagoas,248
10/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,13848
10/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,209
10/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,9662
10/2020,CENTRO OESTE,Goiás,NORDESTE,Paraíba,44
10/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,4332
10/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1092
10/2020,CENTRO OESTE,Goiás,NORTE,Pará,3859
10/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,19191
10/2020,CENTRO OESTE,Goiás,SUDESTE,São Paulo,42
10/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,53565
10/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,9736
10/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,1760
10/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,2426
10/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,10773
10/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,57
10/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,37648
10/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,11585
10/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,4817
10/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,3067
10/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,42
10/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,40
10/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,7232
10/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,649
10/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,10620
10/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,4509
10/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1602
10/2020,NORDESTE,Bahia,NORDESTE,Bahia,15749
10/2020,NORDESTE,Bahia,NORDESTE,Ceará,5192
10/2020,NORDESTE,Bahia,NORDESTE,Maranhão,144
10/2020,NORDESTE,Bahia,NORDESTE,Paraíba,3173
10/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,10571
10/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,4430
10/2020,NORDESTE,Piauí,NORDESTE,Bahia,56
10/2020,NORDESTE,Piauí,NORDESTE,Ceará,919
10/2020,NORDESTE,Piauí,NORDESTE,Maranhão,1919
10/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,1945
10/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,112
10/2020,NORDESTE,Piauí,NORTE,Pará,1053
10/2020,NORTE,Rondônia,NORTE,Pará,436
10/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,2792
10/2020,NORTE,Tocantins,NORDESTE,Bahia,826
10/2020,NORTE,Tocantins,NORDESTE,Ceará,166
10/2020,NORTE,Tocantins,NORDESTE,Maranhão,3129
10/2020,NORTE,Tocantins,NORDESTE,Pernambuco,1883
10/2020,NORTE,Tocantins,NORDESTE,Rio Grande do Norte,576
10/2020,NORTE,Tocantins,NORTE,Pará,2633
10/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,9885
10/2020,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,441
10/2020,SUDESTE,Rio de Janeiro,NORDESTE,Pernambuco,685
10/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,7376
10/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,2326
10/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,1009
10/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,374
10/2020,SUDESTE,São Paulo,CENTRO OESTE,Goiás,190
10/2020,SUDESTE,São Paulo,NORDESTE,Bahia,291
10/2020,SUDESTE,São Paulo,NORDESTE,Ceará,79
10/2020,SUDESTE,São Paulo,NORDESTE,Maranhão,214
10/2020,SUDESTE,São Paulo,NORDESTE,Pernambuco,147
10/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,7385
10/2020,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,1279
10/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,11242
10/2020,SUL,Paraná,CENTRO OESTE,Goiás,214
10/2020,SUL,Paraná,NORDESTE,Bahia,802
10/2020,SUL,Paraná,SUDESTE,Espírito Santo,784
10/2020,SUL,Paraná,SUDESTE,Minas Gerais,2468
10/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,6404
10/2020,SUL,Paraná,SUDESTE,São Paulo,37716
10/2020,SUL,Paraná,SUL,Paraná,16783
10/2020,SUL,Paraná,SUL,Rio Grande do Sul,557
10/2020,SUL,Paraná,SUL,Santa Catarina,465
10/2020,SUL,Rio Grande do Sul,NORDESTE,Bahia,327
10/2020,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,1598
10/2020,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,1560
10/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,4594
10/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,56325
10/2020,SUL,Rio Grande do Sul,SUL,Paraná,82
10/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,89109
10/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,13627
10/2020,SUL,Santa Catarina,SUDESTE,Minas Gerais,80
10/2020,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,211
10/2020,SUL,Santa Catarina,SUDESTE,São Paulo,2209
10/2020,SUL,Santa Catarina,SUL,Paraná,5593
10/2020,SUL,Santa Catarina,SUL,Rio Grande do Sul,81
10/2020,SUL,Santa Catarina,SUL,Santa Catarina,4573
09/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2323
09/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,23677
09/2020,CENTRO OESTE,Goiás,NORDESTE,Alagoas,271
09/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,12471
09/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,1034
09/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,10449
09/2020,CENTRO OESTE,Goiás,NORDESTE,Paraíba,42
09/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,4453
09/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,831
09/2020,CENTRO OESTE,Goiás,NORTE,Pará,3969
09/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,19433
09/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,52240
09/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,8832
09/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,1341
09/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,1716
09/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,9080
09/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,41049
09/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,14248
09/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3203
09/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,6983
09/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,592
09/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,4001
09/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,1585
09/2020,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,13096
09/2020,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,1623
09/2020,NORDESTE,Bahia,NORDESTE,Alagoas,1526
09/2020,NORDESTE,Bahia,NORDESTE,Bahia,17293
09/2020,NORDESTE,Bahia,NORDESTE,Ceará,3016
09/2020,NORDESTE,Bahia,NORDESTE,Maranhão,57
09/2020,NORDESTE,Bahia,NORDESTE,Paraíba,3716
09/2020,NORDESTE,Bahia,NORDESTE,Pernambuco,7478
09/2020,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3836
09/2020,NORDESTE,Bahia,NORTE,Pará,56
09/2020,NORDESTE,Piauí,NORDESTE,Ceará,1405
09/2020,NORDESTE,Piauí,NORDESTE,Maranhão,1692
09/2020,NORDESTE,Piauí,NORDESTE,Pernambuco,2315
09/2020,NORDESTE,Piauí,NORDESTE,Rio Grande do Norte,62
09/2020,NORDESTE,Piauí,NORTE,Pará,1165
09/2020,NORTE,Rondônia,NORTE,Pará,534
09/2020,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,3125
09/2020,NORTE,Tocantins,CENTRO OESTE,Goiás,269
09/2020,NORTE,Tocantins,NORDESTE,Maranhão,3608
09/2020,NORTE,Tocantins,NORDESTE,Pernambuco,1079
09/2020,NORTE,Tocantins,NORDESTE,Rio Grande do Norte,594
09/2020,NORTE,Tocantins,NORTE,Pará,4050
09/2020,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,9827
09/2020,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,361
09/2020,SUDESTE,Rio de Janeiro,NORDESTE,Pernambuco,472
09/2020,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,8068
09/2020,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,2235
09/2020,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,1601
09/2020,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,598
09/2020,SUDESTE,São Paulo,NORDESTE,Bahia,309
09/2020,SUDESTE,São Paulo,NORDESTE,Ceará,39
09/2020,SUDESTE,São Paulo,NORDESTE,Maranhão,157
09/2020,SUDESTE,São Paulo,NORDESTE,Pernambuco,138
09/2020,SUDESTE,São Paulo,SUDESTE,Minas Gerais,7574
09/2020,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,1239
09/2020,SUDESTE,São Paulo,SUDESTE,São Paulo,10820
09/2020,SUL,Paraná,NORDESTE,Bahia,323
09/2020,SUL,Paraná,SUDESTE,Minas Gerais,2472
09/2020,SUL,Paraná,SUDESTE,Rio de Janeiro,5364
09/2020,SUL,Paraná,SUDESTE,São Paulo,37419
09/2020,SUL,Paraná,SUL,Paraná,15485
09/2020,SUL,Paraná,SUL,Rio Grande do Sul,39
09/2020,SUL,Paraná,SUL,Santa Catarina,630
09/2020,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,943
09/2020,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,1842
09/2020,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,5318
09/2020,SUL,Rio Grande do Sul,SUDESTE,São Paulo,59310
09/2020,SUL,Rio Grande do Sul,SUL,Paraná,85
09/2020,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,86513
09/2020,SUL,Rio Grande do Sul,SUL,Santa Catarina,13520
09/2020,SUL,Santa Catarina,SUDESTE,Minas Gerais,42
09/2020,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,817
09/2020,SUL,Santa Catarina,SUDESTE,São Paulo,2258
09/2020,SUL,Santa Catarina,SUL,Paraná,6206
09/2020,SUL,Santa Catarina,SUL,Rio Grande do Sul,57
09/2020,SUL,Santa Catarina,SUL,Santa Catarina,3702
08/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,2445
08/2020,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,27435
08/2020,CENTRO OESTE,Goiás,NORDESTE,Bahia,10817
08/2020,CENTRO OESTE,Goiás,NORDESTE,Ceará,3997
08/2020,CENTRO OESTE,Goiás,NORDESTE,Maranhão,9655
08/2020,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,6744
08/2020,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,566
08/2020,CENTRO OESTE,Goiás,NORTE,Pará,7443
08/2020,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,13971
08/2020,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,120
08/2020,CENTRO OESTE,Goiás,SUDESTE,São Paulo,265
08/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,45068
08/2020,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,7299
08/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,498
08/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,7702
08/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,86
08/2020,CENTRO OESTE,Mato Grosso,NORDESTE,Rio Grande do Norte,326
08/2020,CENTRO OESTE,Mato Grosso,NORTE,Pará,42430
08/2020,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,16651
08/2020,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3422
08/2020,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,2956
